C5orf42
KIAA0586
C21orf62
C10orf120
ABCB4
ABHD5
ABL1
ACAP3
ACKR1
ACP2
ACTA1
ACVR1
ACVR2A
ACVR2B
ADAM8
ADAM10
ADAM17
ADAMTS2
ADAMTS5
ADAMTS6
ADGRF5
ADH5
ADIPOQ
ADRB2
AFF3
AGAP1
AGER
AGL
AGPAT2
AGTR2
AHCYL1
AKR1A1
ALDH1A2
ALDH1A3
ALDH2
ALKBH1
ALOX5
ALPL
ALX1
ALX4
AMBN
AMELY
AMER1
AMN
AMPD3
ANAPC2
ANKH
ANK1
ANKRD11
ANKRD13A
ANO1
ANO6
ANTXR1
ANXA1
APAF1
APC
APH1A
APOBEC2
APOE
AR
ARHGAP1
ARID4A
ARID5B
ARL4D
ARL6
ARL6IP5
ARNTL
ARPC2
ARSB
ASCC3
ASPA
ASXL1
ASXL2
ATF2
ATF4
ATMIN
ATN1
ATP2A2
ATP6V0A4
ATP6V0D2
ATP7A
ATPAF2
ATR
ATXN1
ATXN1L
ATXN7
AXIN1
AXIN2
B9D1
BACH2
BAG3
BARX2
BAZ1B
BBS5
BBS12
BBX
C1orf112
BCL11B
BDKRB2
BGN
BLZF1
COMMD3-BMI1
BMP1
BMP2
BMP3
BMP4
BMP5
BMP6
BMP7
BMPER
BMPR1A
BMPR1B
BMPR2
BNC2
BRAF
BRCA2
BRDT
BRE
BRPF1
BTD
BTG2
BTRC
BUB1B
C1RL
C3
C3AR1
C5AR1
CACNA1H
CACNA1S
CACNA2D2
CACNB1
CADM1
CALCB
CALCR
CAMK4
CAND2
CARTPT
CASK
CASP3
CASR
CAV1
CBFB
CBX2
CBX5
CBX6
CCDC39
CCL13
CCND1
CCNE1
CCR2
CD14
CD36
CD40
CD40LG
CD44
CD47
CD68
CDC14B
CDC25A
CDK5RAP2
CDK7
CDO1
CDON
CDX1
CDX2
CDX4
CEBPB
CEBPE
CELSR1
CENPJ
CEP290
CHAD
CHAT
CHD2
CHD7
CHKB
CHPF
CHRD
CHRNA1
CHST3
CHST11
CHST14
CHSY1
CHUK
CISD2
CIT
CITED2
CLCN1
CLCN3
CLCN5
CLCN7
CLDN18
CLEC3B
CLIP2
CLP1
CLSTN3
CLU
CLUAP1
CNBP
CNN1
CNOT3
CNP
CNR1
CNTNAP1
COA5
COL1A1
COL1A2
COL2A1
COL5A2
COL6A3
COL7A1
COL9A1
COL10A1
COL11A1
COL11A2
COL12A1
COL14A1
COL18A1
COL27A1
COMP
COX10
CREB3L1
CREB3L2
CREBBP
CRH
CRKL
CRTAP
CRY2
CSF1
CSF1R
CSGALNACT1
CSRNP1
CSRP2BP
CST5
CTGF
CTHRC1
CTNNA1
CTNNBIP1
CTNS
CTSK
CTSV
CUL7
CXCR2
CYB561
CYCS
CYP19A1
CYP26A1
CYP26B1
CYP27B1
CYP51A1
DAAM2
DAB1
DACT1
DCHS1
DCN
DCSTAMP
DCTN5
DDHD1
DDR1
DDR2
DEAF1
DEF6
DEGS1
DERL2
DHRS3
DIAPH1
DICER1
DIO2
DISP1
DKK1
DKK2
DLG1
DLK1
DLL1
DLL3
DLX1
DLX2
DLX5
DLX6
DMD
DMP1
DMRT2
DMRT3
DMXL2
DNAAF3
DNAH5
DNAH11
DNAI1
DNASE1L2
DNMT3B
DOPEY2
DPH1
DPPA4
DRC1
DRD2
DSCAM
DSG1
DUOX2
DUSP3
DUSP4
DUSP6
DVL2
DVL3
DYM
DYNC2H1
DYX1C1
E2F4
E2F5
E2F6
EBF1
EBF2
ECE1
EDN1
EDNRA
EDNRB
EFEMP1
EFNA1
EFNB1
EGFR
EGR1
EGR2
EGR3
EHD1
EIF2AK3
EIF4E3
EIF4H
ELAVL1
ELK4
ELMOD1
EMX2
EN1
ENPP1
EPB41L5
EPG5
EPHA2
ERCC1
ERCC2
ERF
ERRFI1
ESR1
ESR2
KIAA1217
EVC
EVC2
EVX2
EXOC3L2
EXT1
EXT2
EYA1
EYA3
FAM20B
FAM20C
FAM63A
FAM73B
FAM83G
FAM107B
FAM117B
FAM134C
FAM151B
FANCA
FARP2
FARSA
FAS
FAT1
FAT4
FBLIM1
FBLN1
FBN1
FBN2
FBXO11
FBXO45
FERMT3
FGA
FGF2
FGF3
FGF8
FGF9
FGF10
FGF18
FGF21
FGF23
FGFR1
FGFR2
FGFR3
FGFRL1
FHL2
FIG4
FIGN
FKBP8
FKBP11
FKRP
FLNA
FLNB
FLT3
FMN1
FMOD
FOS
FOSL1
FOSL2
FOXA2
FOXC1
FOXC2
FOXD3
FOXF2
FOXG1
FOXH1
FOXI1
FOXI3
FOXN1
FRAS1
FREM1
FREM2
FRZB
FSHR
FST
FSTL1
FTO
FUOM
FUZ
FZD9
C6orf25
G6PC
GAA
GAB2
GABRA5
GABRB2
GABRB3
GAD1
GALC
GALNS
GALNT3
GAS1
GATA1
GATA3
GATA4
GATA5
GATM
GBA
GBX2
GCM2
GDF2
GDF5
GDF6
GDF11
GGT1
GHR
GHRHR
GJA1
GJB2
GLCE
GLG1
GLI2
GLI3
GLRB
GNA11
GNAI3
GNAS
GNPTAB
GPC3
GPER1
GPR55
GPR65
GPR68
GPR87
GPRC6A
GRB2
GREM1
GRHL2
GRHL3
GRID1
GRIN2D
GRM1
GSC
GSK3A
GSK3B
GSN
GSX1
GTF2IRD1
GUSB
HAND1
HAND2
HAPLN1
HAS2
HAT1
HBEGF
HCST
HDAC2
HDAC4
HDAC6
HDAC8
HECTD1
HECTD2
HES7
HHAT
HIC1
HIF1A
HIP1
HIVEP3
HMX1
HNF1A
HOXA1
HOXA2
HOXA3
HOXA4
HOXA5
HOXA6
HOXA9
HOXA10
HOXA11
HOXA13
HOXB2
HOXB3
HOXB4
HOXB5
HOXB6
HOXB8
HOXB9
HOXB13
HOXC4
HOXC6
HOXC8
HOXC9
HOXC10
HOXC13
HOXD1
HOXD3
HOXD4
HOXD8
HOXD9
HOXD10
HOXD11
HOXD12
HOXD13
HP1BP3
HRAS
HS2ST1
HS6ST1
HSD17B7
HSPB11
HSPG2
HTR1B
HTRA1
HTT
HYAL1
HYAL2
HYDIN
IAPP
IBSP
ID1
ID4
IDS
IDUA
IFITM5
IFNAR1
IFNB1
IFNG
IFT27
IFT57
IFT80
IFT88
IFT172
IGF1
IGF1R
IGF2
IGF2BP1
IGF2R
IGFALS
IHH
IKBKAP
IL4
IL6
IL6ST
IL10
IL12B
IL17RB
IL20RA
ILK
IMPAD1
INHA
INHBA
INPP4B
INPP5D
INPP5E
INS
INSL3
IRAK3
IREB2
IRF6
IRF9
IRS1
ISG15
ISL1
ITGA7
ITGA10
ITGA11
ITGB1
ITGB1BP1
ITGB2
ITGB3
ITPK1
JAG1
JAG2
JAK1
JAK2
JAM2
JAM3
JARID2
JDP2
JMJD1C
JUN
JUNB
KAT2A
KAT6A
KCNJ2
KCNJ9
KCNJ16
KCTD10
KDM4B
KDM6A
KDM7A
KHDRBS1
KIF1B
KIF3A
KIF7
KIF14
KITLG
KL
KLF2
KLF10
KLKB1
KMT2A
KY
L1CAM
L3MBTL2
LAMA2
LAMA5
LAMC2
LARGE
LASP1
LBR
LECT1
LEF1
LEP
LEPR
LFNG
LGALS3
LGI4
LIF
LIFR
LIMD1
LIMK2
LIN28A
LLGL1
LMBR1
LMNA
LMNB1
LMO4
LMX1A
LMX1B
KIAA1715
LPAR4
LRIG1
LRP1
LRP2
LRP4
LRP5
LRP6
LRRK1
LTBP1
LTBP3
LUM
MAFB
MAN2B1
MAP3K1
MAP3K4
MAPK6
MAPK14
MAPKAPK2
MAPKBP1
MARCH9
MAST4
MATN1
MATN3
MBD5
MBNL2
MBOAT7
MBTD1
MBTPS1
MC3R
MC4R
MCAT
MCHR1
MCPH1
MDFI
MDGA2
MECOM
MECP2
MED12
MED31
MEF2C
MEGF8
MEMO1
MEOX1
MEPE
MESP2
METTL24
MEX3C
FLVCR1
MGAT2
MGAT5B
MGP
MIA
MIA3
MIB1
MIB2
MITF
MKS1
MKX
MLEC
MLLT3
MMP2
MMP9
MMP13
MMP14
MMP16
MN1
MNT
MPV17
MPZL3
MRAP2
MSGN1
MSI1
MSTN
MSX1
MSX2
MTA1
MTA2
MTF2
MTHFR
MTM1
MTOR
MTSS1
MUSK
MYC
MYCN
MYF5
MYF6
MYH1
MYH10
MYLK
MYO1C
MYO6
MYO7A
MYO10
MYOG
MYSM1
MZF1
NABP2
NACA
NACC1
NAGLU
NAPA
NBEAL2
NBR1
NCDN
NCOA1
NCOR2
NDC1
NDP
NDRG2
NDST1
NDUFS4
NEB
NEK1
NELL1
NEU1
NF1
NF2
NFATC1
NFE2
NFIC
NFIX
NFKB1
NFKB2
NFXL1
NIPBL
NKD1
NKX2-1
NKX3-2
NLK
NLRP3
NME5
NME7
NOG
NOS1
NOS2
NOS3
NOTCH1
NOTCH3
NOTO
NOV
NPHP3
NPPC
NPR2
NPR3
NPY1R
NPY2R
NR1H4
NR3C1
NR6A1
NRARP
NSDHL
NSUN2
NTRK2
NXN
OAS1
OCLN
OFD1
OSCAR
OSR2
OTOS
OTULIN
OTX1
OTX2
P2RX7
P2RY13
P3H1
PAK1IP1
PAPPA2
PAPSS2
PARK2
PARL
PARVB
PAX1
PAX3
PAX5
PAX6
PAX7
PAX8
PAX9
PBX1
PCGF2
PCOLCE
PCSK5
PCSK6
PDGFC
PDGFRA
PDGFRB
PDIA3
PDK4
PDPK1
PDS5A
PDS5B
PDSS2
PDYN
PER1
PER2
PEX2
PEX3
PEX5
PEX7
PEX11B
PFAS
PFN1
PGAP1
PGR
PHC1
PHC2
PHEX
PHF14
PHF20
PHOSPHO1
PI16
PIAS2
PIGA
PIP4K2B
PITX1
PITX2
PITX3
PKD1
PKDCC
PLA2G6
PLAGL1
PLAT
PLCB1
PLCG2
PLEKHO1
PLP1
PLS3
PLXNA1
PLXND1
PNN
POFUT1
POLG
PORCN
POSTN
POU3F4
PPARG
PPARGC1B
PPIB
PPP5C
PPT1
PRDM4
PRDM5
PRDM16
PRICKLE1
PRKACA
PRKAR1A
PRKCD
PRKD3
PRKG2
PRKRA
PRLR
PRMT3
PRPSAP2
PRRX1
PRSS50
PSAP
PSEN1
PSIP1
PSMC4
PSTPIP2
PTBP1
PTCH1
PTEN
PTGER2
PTGER4
PTGS2
PTH
PTH1R
PTHLH
PTK7
PTPN1
PTPN2
PTPN3
PTPN6
PTPN9
PTPN11
PTPRC
PTPRE
PYGO2
PYY
QRFPR
RAB23
RAF1
RAI1
RARA
RARB
RARG
RASSF2
RB1
RBL1
RC3H1
RCAN2
RDH10
RECK
RECQL4
REL
RELA
RFNG
RGMA
RGN
RGS10
RGS12
RHOBTB3
RIC1
RICTOR
RING1
RIPPLY2
RLBP1
RLN1
RNASE10
RND3
RNF2
RNF7
RNF169
ROBO1
ROR2
RPGRIP1L
RPL24
RPL38
RPS6KA3
RPS7
RPTOR
RRM2B
RSPO2
RTF1
RUNX1
RUNX2
RUNX3
RXFP2
RXRA
RYK
RYR1
SAFB
SALL1
SALL3
SALL4
SAMD4A
SATB2
SBDS
SBNO2
SC5D
SCHIP1
SCMH1
SCN3B
SCN8A
SCNN1B
SCUBE1
SCX
SCYL1
SEC23A
SECISBP2
SEMA3A
SEPN1
SERINC3
SERP1
SERPINH1
SETD1A
SETD5
SETDB1
SF3B1
SFN
SFRP1
SFRP2
SGPL1
SGSH
SH3BP2
SH3GL2
SH3PXD2B
SHARPIN
SHH
SHOX2
SHROOM3
SIAH2
SIGLEC15
SIK3
SIM2
SIRT1
SIRT6
SIRT7
SIX1
SIX3
SKI
SLC3A1
SLC4A2
SLC4A4
SLC4A7
SLC4A11
SLC5A1
SLC5A2
SLC5A6
SLC6A3
SLC7A7
SLC9A3R1
SLC12A1
SLC12A2
SLC12A6
SLC13A1
SLC20A2
SLC25A21
SLC25A30
